timestamp_cam,timestamp_sensor,delta_t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,roll,pitch,yaw,image_path
1614007549.946878433,1614007549.944937944,0.001940489,-0.054627385,-0.017828595,0.144153535,-0.999766052,0.018525386,-0.006202260,0.009283420,-0.037168520,0.012057952,-0.018794767,rectified_img/83.png
1614007549.996689558,1614007549.971715927,0.024973631,-0.054678664,-0.017887861,0.144261986,-0.999752402,0.019042302,-0.006374571,0.009591863,-0.038209687,0.012380998,-0.019424460,rectified_img/84.png
1614007550.046512604,1614007550.044743538,0.001769066,-0.054689474,-0.017881244,0.144236639,-0.999753833,0.018953089,-0.006294312,0.009672731,-0.038030618,0.012219173,-0.019582007,rectified_img/85.png
1614007550.096525431,1614007550.070722103,0.025803328,-0.054598410,-0.017843496,0.144195035,-0.999764800,0.018563537,-0.006336456,0.009257608,-0.037247103,0.012326536,-0.018748638,rectified_img/86.png
1614007550.146802425,1614007550.144733906,0.002068520,-0.054597132,-0.017881837,0.144241720,-0.999756932,0.018819580,-0.006141408,0.009702232,-0.037760834,0.011914928,-0.019633559,rectified_img/87.png
1614007550.196953535,1614007550.175734758,0.021218777,-0.054672543,-0.017884366,0.144251749,-0.999752998,0.019028375,-0.006293438,0.009603966,-0.038180359,0.012218575,-0.019445372,rectified_img/88.png
1614007550.246708393,1614007550.244675398,0.002032995,-0.054540392,-0.017853282,0.144012228,-0.999772906,0.018130701,-0.006216241,0.009319589,-0.036379716,0.012092011,-0.018862851,rectified_img/89.png
1614007550.296556473,1614007550.278711081,0.017845392,-0.054633290,-0.017855924,0.144168794,-0.999761224,0.018567735,-0.006272253,0.009661291,-0.037259184,0.012183036,-0.019553588,rectified_img/90.png
1614007550.346546412,1614007550.345753908,0.000792503,-0.054619052,-0.017821055,0.144134447,-0.999765456,0.018519334,-0.006290408,0.009305768,-0.037158386,0.012233497,-0.018842683,rectified_img/91.png
1614007550.396588564,1614007550.381217480,0.015371084,-0.054605424,-0.017899565,0.144199416,-0.999756694,0.018862614,-0.006341320,0.009513658,-0.037848616,0.012320961,-0.019264569,rectified_img/92.png
1614007550.446772575,1614007550.444224119,0.002548456,-0.054534182,-0.017810926,0.144077063,-0.999772072,0.018268092,-0.006356868,0.009044222,-0.036653857,0.012380713,-0.018319005,rectified_img/93.png
1614007550.496498585,1614007550.480452776,0.016045809,-0.054634310,-0.017881945,0.144145936,-0.999759495,0.018769132,-0.006236824,0.009485336,-0.037659216,0.012114881,-0.019202818,rectified_img/94.png
1614007550.547712564,1614007550.547474146,0.000238419,-0.054616116,-0.017857511,0.144128501,-0.999761701,0.018636066,-0.006277231,0.009478764,-0.037393747,0.012198480,-0.019189581,rectified_img/95.png
1614007550.596658468,1614007550.586482286,0.010176182,-0.054669201,-0.017879046,0.144251004,-0.999754786,0.018924341,-0.006299959,0.009619482,-0.037972570,0.012233048,-0.019475379,rectified_img/96.png
1614007550.646718502,1614007550.645306349,0.001412153,-0.054531563,-0.017780941,0.143985346,-0.999777198,0.018018251,-0.006303311,0.009009252,-0.036152650,0.012279460,-0.018244027,rectified_img/97.png
1614007550.696763515,1614007550.688502789,0.008260727,-0.054631844,-0.017873351,0.144151777,-0.999761224,0.018751668,-0.006171418,0.009374770,-0.037621669,0.011988592,-0.018979016,rectified_img/98.png
1614007550.746756554,1614007550.745310545,0.001446009,-0.054627795,-0.017906070,0.144250154,-0.999753773,0.019006830,-0.006343079,0.009533413,-0.038137380,0.012320946,-0.019305919,rectified_img/99.png
1614007550.796600580,1614007550.789708614,0.006891966,-0.054556303,-0.017832123,0.144084379,-0.999769211,0.018422656,-0.006353672,0.009047323,-0.036963020,0.012371375,-0.018327001,rectified_img/100.png
1614007550.846671581,1614007550.845706701,0.000964880,-0.054607827,-0.017820988,0.144119874,-0.999767780,0.018505841,-0.006228306,0.009121591,-0.037127966,0.012116410,-0.018471872,rectified_img/101.png
1614007550.896626472,1614007550.889707088,0.006919384,-0.054535929,-0.017813772,0.144108370,-0.999769866,0.018400656,-0.006336167,0.009029835,-0.036918467,0.012337421,-0.018291104,rectified_img/102.png
1614007550.946864605,1614007550.942886829,0.003977776,-0.054605123,-0.017840751,0.144158766,-0.999765813,0.018587681,-0.006330432,0.009098239,-0.037293320,0.012319981,-0.018429995,rectified_img/103.png
1614007550.996621609,1614007550.995049715,0.001571894,-0.054629937,-0.017866135,0.144254744,-0.999758542,0.018808905,-0.006410364,0.009378962,-0.037740862,0.012465139,-0.018997157,rectified_img/104.png
1614007551.046660423,1614007551.044843197,0.001817226,-0.054643050,-0.017873701,0.144196704,-0.999757528,0.018795267,-0.006363232,0.009551821,-0.037714802,0.012364636,-0.019340892,rectified_img/105.png
1614007551.096631527,1614007551.095810175,0.000821352,-0.054574065,-0.017865788,0.144120395,-0.999764562,0.018537179,-0.006258939,0.009390754,-0.037194509,0.012167076,-0.019011684,rectified_img/106.png
1614007551.146821499,1614007551.144763470,0.002058029,-0.054679751,-0.017819680,0.144300222,-0.999755681,0.019222777,-0.006063264,0.009078301,-0.038558476,0.011774818,-0.018387583,rectified_img/107.png
1614007551.196809530,1614007551.196738720,0.000070810,-0.054634012,-0.017889962,0.144265845,-0.999753356,0.018961044,-0.006454811,0.009591629,-0.038048731,0.012543031,-0.019426056,rectified_img/108.png
1614007551.246689558,1614007551.244434595,0.002254963,-0.054601386,-0.017812878,0.144110799,-0.999769032,0.018415987,-0.006307034,0.009111959,-0.036949597,0.012275851,-0.018454448,rectified_img/109.png
1614007551.296749592,1614007551.295489073,0.001260519,-0.054675922,-0.017849073,0.144296914,-0.999750972,0.019279446,-0.006024127,0.009487780,-0.038675880,0.011679681,-0.019205608,rectified_img/110.png
1614007551.346755505,1614007551.345075846,0.001679659,-0.054560639,-0.017810732,0.144115791,-0.999769032,0.018372778,-0.006462823,0.009084453,-0.036865762,0.012589179,-0.018404687,rectified_img/111.png
1614007551.396658421,1614007551.394503832,0.002154589,-0.054547146,-0.017809641,0.144112676,-0.999769211,0.018439520,-0.006342865,0.009021339,-0.036996231,0.012350418,-0.018274844,rectified_img/112.png
1614007551.448093414,1614007551.443534374,0.004559040,-0.054583337,-0.017824568,0.144132465,-0.999766171,0.018636696,-0.006042448,0.009154083,-0.037386588,0.011741136,-0.018531446,rectified_img/113.png
1614007551.496648550,1614007551.494668007,0.001980543,-0.054561473,-0.017808668,0.144118428,-0.999768615,0.018446701,-0.006335342,0.009072582,-0.037011084,0.012333347,-0.018377130,rectified_img/114.png
1614007551.546625376,1614007551.542666674,0.003958702,-0.054591794,-0.017800104,0.144133955,-0.999769032,0.018398007,-0.006363668,0.009104328,-0.036914606,0.012389709,-0.018441069,rectified_img/115.png
1614007551.596914530,1614007551.594787836,0.002126694,-0.054562487,-0.017818976,0.144108102,-0.999769866,0.018372564,-0.006409952,0.009031847,-0.036863680,0.012485403,-0.018297519,rectified_img/116.png
1614007551.646923542,1614007551.645507097,0.001416445,-0.054589532,-0.017784677,0.144159243,-0.999763012,0.018912939,-0.005980709,0.008977685,-0.037935959,0.011619256,-0.018179569,rectified_img/117.png
1614007551.696786404,1614007551.696591854,0.000194550,-0.054587279,-0.017821837,0.144155383,-0.999767542,0.018475378,-0.006392771,0.009093356,-0.037069790,0.012446885,-0.018421171,rectified_img/118.png
1614007551.746724606,1614007551.744927168,0.001797438,-0.054528594,-0.017801549,0.144049749,-0.999775827,0.018093254,-0.006265396,0.009043801,-0.036302397,0.012201023,-0.018312656,rectified_img/119.png
1614007551.796662569,1614007551.794456244,0.002206326,-0.054675408,-0.017882109,0.144260898,-0.999751747,0.019062800,-0.006334473,0.009639331,-0.038250475,0.012298605,-0.019518097,rectified_img/120.png
1614007551.846874475,1614007551.844059944,0.002814531,-0.054555908,-0.017806113,0.144007161,-0.999777555,0.018034471,-0.006246832,0.008981497,-0.036183704,0.012167231,-0.018186664,rectified_img/121.png
1614007551.896732569,1614007551.895069838,0.001662731,-0.054625973,-0.017864175,0.144189879,-0.999756157,0.018967019,-0.006159449,0.009482118,-0.038053501,0.011956485,-0.019195816,rectified_img/122.png
1614007551.946815491,1614007551.944799185,0.002016306,-0.054633323,-0.017913781,0.144275844,-0.999751389,0.019115048,-0.006329059,0.009579654,-0.038354149,0.012289050,-0.019399186,rectified_img/123.png
1614007551.996732473,1614007551.996089220,0.000643253,-0.054585479,-0.017877486,0.144166380,-0.999763489,0.018530911,-0.006110413,0.009610243,-0.037181683,0.011862040,-0.019444997,rectified_img/124.png
1614007552.046792507,1614007552.044280529,0.002511978,-0.054571953,-0.017867129,0.144128963,-0.999760628,0.018678159,-0.006306873,0.009496301,-0.037478747,0.012256287,-0.019226287,rectified_img/125.png
1614007552.096733570,1614007552.095188618,0.001544952,-0.054600798,-0.017906219,0.144191861,-0.999759436,0.018754428,-0.006330386,0.009455325,-0.037631273,0.012303378,-0.019146165,rectified_img/126.png
1614007552.146881580,1614007552.119586706,0.027294874,-0.054605566,-0.017883345,0.144140512,-0.999761462,0.018677142,-0.006200050,0.009478790,-0.037474398,0.012043359,-0.019187224,rectified_img/127.png
1614007552.196891546,1614007552.195424795,0.001466751,-0.054578856,-0.017823458,0.144125313,-0.999767363,0.018450247,-0.006287402,0.009241640,-0.037019345,0.012231163,-0.018713480,rectified_img/128.png
1614007552.246887445,1614007552.245562792,0.001324654,-0.054583963,-0.017805424,0.144002765,-0.999772072,0.018323138,-0.006534162,0.008802209,-0.036764220,0.012743121,-0.017842253,rectified_img/129.png
1614007552.296832561,1614007552.293840647,0.002991915,-0.054545790,-0.017775401,0.143931225,-0.999783337,0.017731428,-0.006278256,0.008920158,-0.035577347,0.012237763,-0.018061430,rectified_img/130.png
1614007552.346867561,1614007552.326026440,0.020841122,-0.054521345,-0.017810713,0.144087031,-0.999773264,0.018190008,-0.006378322,0.009045305,-0.036498074,0.012425004,-0.018320990,rectified_img/131.png
1614007552.396925449,1614007552.394617081,0.002308369,-0.054658629,-0.017902069,0.144244879,-0.999754071,0.019004064,-0.006276069,0.009554695,-0.038130782,0.012186196,-0.019345876,rectified_img/132.png
1614007552.446913481,1614007552.425840378,0.021073103,-0.054627564,-0.017872918,0.144205064,-0.999758601,0.018711921,-0.006212816,0.009703706,-0.037546933,0.012059774,-0.019637925,rectified_img/133.png
1614007552.496939421,1614007552.495213747,0.001725674,-0.054576226,-0.017810434,0.144159347,-0.999767542,0.018462880,-0.006381905,0.009125548,-0.037044983,0.012424195,-0.018484990,rectified_img/134.png
1614007552.546834469,1614007552.528333664,0.018500805,-0.054663852,-0.017889515,0.144220576,-0.999756694,0.018857135,-0.006275765,0.009576320,-0.037837127,0.012187613,-0.019387320,rectified_img/135.png
1614007552.596843481,1614007552.595311165,0.001532316,-0.054634020,-0.017794602,0.144232258,-0.999759972,0.019033222,-0.005964869,0.009063462,-0.038177264,0.011582119,-0.018351895,rectified_img/136.png
1614007552.647062540,1614007552.630857706,0.016204834,-0.054566443,-0.017862733,0.144149065,-0.999762118,0.018601283,-0.006363132,0.009448838,-0.037325488,0.012372030,-0.019132538,rectified_img/137.png
1614007552.696886539,1614007552.694892168,0.001994371,-0.054505795,-0.017917905,0.144150257,-0.999759316,0.018852435,-0.006148231,0.009388267,-0.037822950,0.011939802,-0.019006332,rectified_img/138.png
1614007552.746830463,1614007552.735703707,0.011126757,-0.054566383,-0.017879616,0.144174874,-0.999759316,0.018771356,-0.006272093,0.009470635,-0.037664178,0.012185915,-0.019174781,rectified_img/139.png
1614007552.796887398,1614007552.792000055,0.004887342,-0.054545857,-0.017835822,0.144100994,-0.999766231,0.018481605,-0.005988618,0.009488632,-0.037079217,0.011623968,-0.019196662,rectified_img/140.png
1614007552.846824408,1614007552.836121559,0.010702848,-0.054687202,-0.017883405,0.144243121,-0.999751627,0.019112295,-0.006220377,0.009629913,-0.038347089,0.012069858,-0.019495468,rectified_img/141.png
1614007552.897142410,1614007552.896112919,0.001029491,-0.054611057,-0.017810222,0.144058958,-0.999766827,0.018537354,-0.006597540,0.008896071,-0.037195099,0.012862538,-0.018035064,rectified_img/142.png
1614007552.947297573,1614007552.938613653,0.008683920,-0.054462276,-0.017827410,0.144038066,-0.999774516,0.018229671,-0.006279437,0.008903306,-0.036573825,0.012231739,-0.018033867,rectified_img/143.png
1614007552.996899605,1614007552.995482922,0.001416683,-0.054567680,-0.017867796,0.144156218,-0.999766827,0.018516472,-0.006226792,0.009202017,-0.037150175,0.012110197,-0.018632784,rectified_img/144.png
1614007553.046964407,1614007553.042413473,0.004550934,-0.054641493,-0.017893098,0.144259751,-0.999752641,0.019018749,-0.006418035,0.009579669,-0.038163283,0.012468832,-0.019401449,rectified_img/145.png
1614007553.097004414,1614007553.095750809,0.001253605,-0.054541703,-0.017824162,0.144132465,-0.999769568,0.018442160,-0.006307586,0.009000229,-0.037000591,0.012280606,-0.018231345,rectified_img/146.png
1614007553.146996498,1614007553.144911289,0.002085209,-0.054606482,-0.017895199,0.144195467,-0.999755561,0.018915696,-0.006350801,0.009525722,-0.037955137,0.012338439,-0.019289711,rectified_img/147.png
1614007553.197062492,1614007553.193585634,0.003476858,-0.054701529,-0.017881557,0.144264653,-0.999751031,0.019180484,-0.006137420,0.009615582,-0.038481670,0.011903202,-0.019464422,rectified_img/148.png
1614007553.246961594,1614007553.245084047,0.001877546,-0.054635122,-0.017875466,0.144226208,-0.999753892,0.019084521,-0.006168190,0.009479814,-0.038288692,0.011971795,-0.019192950,rectified_img/149.png
1614007553.296981573,1614007553.294500351,0.002481222,-0.054593548,-0.017820157,0.144169226,-0.999765754,0.018548612,-0.006438238,0.009106325,-0.037217305,0.012535968,-0.018449721,rectified_img/150.png
1614007553.346970558,1614007553.346679688,0.000290871,-0.054569375,-0.017882485,0.144180551,-0.999759972,0.018750405,-0.006252591,0.009449716,-0.037621629,0.012148107,-0.019131951,rectified_img/151.png
1614007553.397009611,1614007553.394664764,0.002344847,-0.054648593,-0.017888270,0.144261420,-0.999751329,0.019102590,-0.006382911,0.009577340,-0.038330272,0.012397061,-0.019396483,rectified_img/152.png
1614007553.447097540,1614007553.445654869,0.001442671,-0.054678336,-0.017875317,0.144212320,-0.999755263,0.018878492,-0.006387790,0.009609021,-0.037882480,0.012409964,-0.019457249,rectified_img/153.png
1614007553.496944427,1614007553.494598389,0.002346039,-0.054690078,-0.017859749,0.144282475,-0.999749422,0.019353557,-0.006050906,0.009483613,-0.038824609,0.011731965,-0.019199187,rectified_img/154.png
1614007553.546973467,1614007553.544777155,0.002196312,-0.054518871,-0.017839476,0.144060567,-0.999771655,0.018131858,-0.006187619,0.009475070,-0.036383349,0.012029100,-0.019172761,rectified_img/155.png
1614007553.597012520,1614007553.595249176,0.001763344,-0.054580517,-0.017856199,0.144148752,-0.999761939,0.018587595,-0.006383933,0.009485299,-0.037298967,0.012412527,-0.019206065,rectified_img/156.png
1614007553.647053480,1614007553.643082142,0.003971338,-0.054633975,-0.017844222,0.144169420,-0.999760926,0.018705552,-0.006261724,0.009439365,-0.037531963,0.012167617,-0.019111053,rectified_img/157.png
1614007553.697177410,1614007553.694718361,0.002459049,-0.054596558,-0.017803513,0.144102409,-0.999768138,0.018454336,-0.006343392,0.009103566,-0.037026891,0.012348155,-0.018439488,rectified_img/158.png
1614007553.747110605,1614007553.744498491,0.002612114,-0.054533329,-0.017789535,0.144048393,-0.999773920,0.018164894,-0.006353938,0.009049115,-0.036447429,0.012376566,-0.018327405,rectified_img/159.png
1614007553.797044516,1614007553.796547413,0.000497103,-0.054583758,-0.017866790,0.144111440,-0.999760985,0.018695462,-0.006237063,0.009465870,-0.037511616,0.012117504,-0.019163005,rectified_img/160.png
1614007553.847057581,1614007553.845133543,0.001924038,-0.054544866,-0.017801717,0.144040585,-0.999776185,0.018073067,-0.006347432,0.008983790,-0.036262812,0.012367609,-0.018195389,rectified_img/161.png
1614007553.896987438,1614007553.895408869,0.001578569,-0.054582458,-0.017885216,0.144192725,-0.999758184,0.018787386,-0.006313409,0.009535629,-0.037697854,0.012265773,-0.019306523,rectified_img/162.png
1614007553.947245598,1614007553.945167542,0.002078056,-0.054542556,-0.017877556,0.144211069,-0.999758959,0.018804932,-0.006068860,0.009578547,-0.037728625,0.011774818,-0.019383282,rectified_img/163.png
1614007553.997022390,1614007553.995216846,0.001805544,-0.054606762,-0.017843429,0.144165486,-0.999756455,0.019024951,-0.006016408,0.009431245,-0.038165984,0.011671293,-0.019089279,rectified_img/164.png
1614007554.047268391,1614007554.045223713,0.002044678,-0.054630492,-0.017909132,0.144271582,-0.999752283,0.019046109,-0.006369781,0.009595268,-0.038217248,0.012371217,-0.019431132,rectified_img/165.png
1614007554.097002506,1614007554.094425201,0.002577305,-0.054557920,-0.017814707,0.144102246,-0.999771476,0.018233117,-0.006329194,0.009198107,-0.036585270,0.012320387,-0.018625302,rectified_img/166.png
1614007554.147177458,1614007554.141859770,0.005317688,-0.054656349,-0.017894514,0.144218639,-0.999752820,0.019076943,-0.006240845,0.009562830,-0.038275969,0.012114042,-0.019361674,rectified_img/167.png
1614007554.197137594,1614007554.194976568,0.002161026,-0.054661371,-0.017907225,0.144240111,-0.999754786,0.018987069,-0.006196922,0.009573952,-0.038095453,0.012027532,-0.019381147,rectified_img/168.png
1614007554.247105598,1614007554.246598244,0.000507355,-0.054528590,-0.017782856,0.144049212,-0.999774754,0.018146753,-0.006341591,0.009005236,-0.036410369,0.012353809,-0.018238976,rectified_img/169.png
1614007554.297254562,1614007554.294691801,0.002562761,-0.054650255,-0.017822228,0.144146860,-0.999756992,0.019070610,-0.006545344,0.008918145,-0.038261139,0.012747703,-0.018084057,rectified_img/170.png
1614007554.347941399,1614007554.347740650,0.000200748,-0.054578271,-0.017848205,0.144100010,-0.999763370,0.018552063,-0.006271971,0.009473725,-0.037225546,0.012189762,-0.019178283,rectified_img/171.png
1614007554.397153378,1614007554.395619154,0.001534224,-0.054625005,-0.017873555,0.144234434,-0.999756396,0.018855719,-0.006365052,0.009543598,-0.037835661,0.012367416,-0.019325262,rectified_img/172.png
1614007554.447269440,1614007554.444764137,0.002505302,-0.054565236,-0.017812736,0.144157112,-0.999766409,0.018531378,-0.006420617,0.009087293,-0.037182263,0.012501759,-0.018410786,rectified_img/173.png
1614007554.497069597,1614007554.495468616,0.001600981,-0.054633528,-0.017895397,0.144246548,-0.999756336,0.018868286,-0.006374120,0.009526294,-0.037860769,0.012385961,-0.019291159,rectified_img/174.png
1614007554.547224522,1614007554.544107437,0.003117085,-0.054609872,-0.017768741,0.144057691,-0.999764621,0.018730650,-0.006468691,0.008833961,-0.037578598,0.012603739,-0.017908468,rectified_img/175.png
1614007554.597183466,1614007554.576089621,0.021093845,-0.054542776,-0.017857533,0.144065186,-0.999768674,0.018423289,-0.006178433,0.009229030,-0.036963180,0.012014238,-0.018683881,rectified_img/176.png
1614007554.647150517,1614007554.641794682,0.005355835,-0.054565296,-0.017805047,0.144102365,-0.999768853,0.018367467,-0.006484133,0.009110321,-0.036855871,0.012630938,-0.018457145,rectified_img/177.png
1614007554.697170496,1614007554.679787874,0.017382622,-0.054672331,-0.017890833,0.144235969,-0.999752641,0.019039718,-0.006353468,0.009581150,-0.038203965,0.012339261,-0.019402190,rectified_img/178.png
1614007554.747135401,1614007554.744390488,0.002744913,-0.054585777,-0.017797492,0.144129202,-0.999766588,0.018563727,-0.006342886,0.009058340,-0.037245149,0.012346811,-0.018350374,rectified_img/179.png
1614007554.797141552,1614007554.780719995,0.016421556,-0.054661639,-0.017881460,0.144262955,-0.999752581,0.019001719,-0.006392514,0.009639542,-0.038129453,0.012415849,-0.019519995,rectified_img/180.png
1614007554.847149611,1614007554.845242500,0.001907110,-0.054714840,-0.017806962,0.144256085,-0.999750257,0.019509397,-0.006304932,0.008898894,-0.039134192,0.012259797,-0.018041689,rectified_img/181.png
